"guid","fid","name","cr","size","type","tags","section","alignment","environment","ac","hp","init","lair?","legendary?","unique?","sources"
"","dcss.diversion-expert","Diversion Expert","1/2","Small","Humanoid","Kobold","Hand of Nakresh","neutral evil","","16","27","2","","","","Demon Cults & Secret Societies: 94"
"","dcss.doomspeaker","Doomspeaker","7","Medium","Humanoid","Human","Doomspeakers","chaotic evil","","18","91","1","","","","Demon Cults & Secret Societies: 71"
"","dcss.dragonkin-bodyguard","Dragonkin Bodyguard","4","Medium","Dragon","Dragon","The Burning Rune","chaotic evil","","14","91","0","","","","Demon Cults & Secret Societies: 26"
"","dcss.drekkan","Drekkan","6","Medium","Undead","","The Sanguine Path","neutral evil","","15","112","3","","","unique","Demon Cults & Secret Societies: 126"
"","dcss.dromdal-re","Dromdal-Re","13","Medium","Humanoid","Human","The Emerald Order","lawful evil","","","91","3","","","unique","Demon Cults & Secret Societies: 74"
"","dcss.echo-demon","Echo Demon","6","Medium","Fiend","Demon","Weavers of Truth","chaotic evil","","15","102","5","","","","Demon Cults & Secret Societies: 166"
"","dcss.emerald-apprentice","Emerald Apprentice","1/2","Medium","Humanoid","Human","The Emerald Order","lawful evil","","12","44","2","","","","Demon Cults & Secret Societies: 79"
"","dcss.estatic","Estatic","1","Medium","Humanoid","","The Sanguine Path","neutral evil","","13","65","1","","","","Demon Cults & Secret Societies: 131"
"","dcss.flame-eater-swarm","Flame Eater Swarm","2","Medium","Beast","Beast","Chosen of the Demon Bat","unaligned","","12","33","2","","","","Demon Cults & Secret Societies: 44"
"","dcss.flame-scourged-scion","Flame-Scourged Scion","9","Huge","Aberration","Aberration","Black Goat's Flock","chaotic evil","","16","125","3","","","","Demon Cults & Secret Societies: 17"
"","dcss.gahiji","Gahiji","14","Large","Monstrosity","","Selket's Sting","neutral evil","","17","171","2","","","unique","Demon Cults & Secret Societies: 138"
"","dcss.ghoulsteed","Ghoulsteed","3","Large","Undead","Human","Creed of All Flesh","neutral evil","","13","85","0","","","","Demon Cults & Secret Societies: 59"
"","dcss.gnoll-scorpion-cultist","Gnoll Scorpion Cultist","1/2","Medium","Humanoid","Gnoll","Selket's Sting","chaotic evil","","15","22","1","","","","Demon Cults & Secret Societies: 142"
"","dcss.gnoll-thug","Gnoll Thug","1","Medium","Humanoid","Gnoll","Doomspeakers","chaotic evil","","16","78","1","","","","Demon Cults & Secret Societies: 70"
"","dcss.goldie","Goldie","1/2","Medium","Beast","Pig","The Sanguine Path","neutral evil","","11","66","0","","","unique","Demon Cults & Secret Societies: 127"
"","dcss.golem-smaragdine","Golem, Smaragdine","12","Large","Construct","Construct","The Emerald Order","neutral","","18","189","0","","","","Demon Cults & Secret Societies: 81"
"","dcss.grand-inquisitor-reka-meszaros","Grand Inquisitor Reka Meszaros","18","Medium","Humanoid","Human","Red Sisters","lawful evil","","18","170","3","","","unique","Demon Cults & Secret Societies: 114"
"","dcss.grand-weaver","Grand Weaver","7","Medium","Humanoid","Half-elf","Weavers of Truth","neutral evil","","15","104","2","","","","Demon Cults & Secret Societies: 165"
"","dcss.gruulok","Gruulok","7","Medium","Humanoid","Gnoll","Doomspeakers","chaotic evil","","18","110","2","","","unique","Demon Cults & Secret Societies: 62"
"","dcss.initiate-of-the-inner-circle","Initiate of the Inner Circle","5","Medium","Humanoid","Human","The Emerald Order","lawful evil","","16","71","2","","","","Demon Cults & Secret Societies: 79"
"","dcss.irina","Irina","3","Medium","Fey","Winter Hag","Night Cauldron of Chernobog","chaotic evil","","","65","3","","","unique","Demon Cults & Secret Societies: 99"
"","dcss.jasna-veldrik","Jasna Veldrik","10","Medium","Undead","Darakhul","Creed of All Flesh","neutral evil","","17","144","2","","","unique","Demon Cults & Secret Societies: 48"
"","dcss.josef-kranz","Josef Kranz","9","Medium","Humanoid","Human","Servents of the White Ape","chaotic evil","","17","162","1","","","unique","Demon Cults & Secret Societies: 147"
"","dcss.kasimir-ernis","Kasimir Ernis","13","Small","Undead","Darakhul","Creed of All Flesh","neutral evil","","","93","3","","","unique","Demon Cults & Secret Societies: 49"
"","dcss.kerrshek","Kerrshek","1","Large","Beast","Hyaenadon","Hand of Nakresh","unaligned","","13","44","2","","","unique","Demon Cults & Secret Societies: 87"
"","dcss.klavdiya","Klavdiya","3","Medium","Fey","Winter Hag","Night Cauldron of Chernobog","chaotic evil","","","65","3","","","unique","Demon Cults & Secret Societies: 99"
"","dcss.kolya-the-ruined","Kolya the Ruined","9","Medium","Humanoid","Tiefling","Doomspeakers","chaotic evil","","16","97","1","","","unique","Demon Cults & Secret Societies: 64"
"","dcss.krewsjung","Krewsjung","7","Medium","Fey","","The Sanguine Path","neutral evil","","15","119","3","","","unique","Demon Cults & Secret Societies: 127"
"","dcss.lanose","Lanose","7","Huge","Plant","Plant","Chosen of the Demon Bat","chaotic evil","","","115","-1","","","unique","Demon Cults & Secret Societies: 34"
"","dcss.lord-vermin","Lord Vermin","10","Small","Monstrosity","","Hand of Nakresh","neutral evil","","17","88","4","","","unique","Demon Cults & Secret Societies: 84"
"","dcss.malesussurri","Malesussurri","6","Medium","Fiend","Demon","Weavers of Truth","chaotic evil","","15","102","5","","","unique","Demon Cults & Secret Societies: 160"
"","dcss.master-kiprak","Master Kiprak","11","Small","Humanoid","Kobold","Hand of Nakresh","lawful evil","","16","81","4","","","unique","Demon Cults & Secret Societies: 85"
"","dcss.melakian","Melakian","5","Small","Humanoid","Derro","Night Cauldron of Chernobog","chaotic evil","","16","127","4","","","unique","Demon Cults & Secret Societies: 106"
"","dcss.mognyr-dunestalker","Mognyr Dunestalker","8","Medium","Humanoid","Gnoll","Hand of Nakresh","neutral evil","","","104","2","","","unique","Demon Cults & Secret Societies: 86"
"","dcss.mother-abbess-calle","Mother Abbess Calle","10","Medium","Humanoid","Human","Red Sisters","lawful evil","","17","117","0","","","unique","Demon Cults & Secret Societies: 112"
"","dcss.mother-brimming","Mother Brimming","7","Medium","Fey","","The Sanguine Path","neutral evil","","15","119","3","","","unique","Demon Cults & Secret Societies: 128"
"","dcss.narn-the-crucifier","Narn the Crucifier","10","Medium","Humanoid","Human","Doomspeakers","chaotic evil","","20","130","1","","","unique","Demon Cults & Secret Societies: 62"
"","dcss.nikolai-savitch","Nikolai Savitch","11","Medium","Humanoid","Human","Night Cauldron of Chernobog","neutral evil","","","170","4","","","unique","Demon Cults & Secret Societies: 98"
"","dcss.priest-of-selket","Priest of Selket","8","Medium","Humanoid","Human","Selket's Sting","neutral evil","","16","112","1","","","","Demon Cults & Secret Societies: 143"
"","dcss.procurer","Procurer","1/4","Medium","Humanoid","","Creed of All Flesh","chaotic evil","","14","26","1","","","","Demon Cults & Secret Societies: 57"
"","dcss.qaallaaq","Qaallaaq","12","Large","Dragon","","Night Cauldron of Chernobog","chaotic evil","","16","209","3","","","unique","Demon Cults & Secret Societies: 105"
"","dcss.quezzl","Quezzl","2","Medium","Humanoid","Dark Folk","Night Cauldron of Chernobog","chaotic evil","","15","102","4","","","unique","Demon Cults & Secret Societies: 107"
"","dcss.relic-hunter","Relic Hunter","6","Medium","Humanoid","Human","Servents of the White Ape","chaotic evil","","16","110","2","","","","Demon Cults & Secret Societies: 152"
"","dcss.roachling-lieutenant","Roachling Lieutenant","3","Small","Monstrosity","","Hand of Nakresh","chaotic neutral","","15","82","3","","","","Demon Cults & Secret Societies: 94"
"","dcss.rune-caster","Rune Caster","6","Medium","Humanoid","Dwarf","The Burning Rune","neutral evil","","","106","2","","","","Demon Cults & Secret Societies: 27"
"","dcss.sadiki-sefu","Sadiki Sefu","8","Medium","Humanoid","Dwarf","Selket's Sting","lawful evil","","16","120","2","","","unique","Demon Cults & Secret Societies: 137"
"","dcss.sanguine-sorcerer","Sanguine Sorcerer","4","Medium","Humanoid","Human, Elf, or Half-elf","The Sanguine Path","chaotic evil","","11","104","1","","","","Demon Cults & Secret Societies: 131"
"","dcss.seeker-of-secrets","Seeker of Secrets","1","Medium","Humanoid","Half-elf","Weavers of Truth","neutral evil","","12","77","2","","","","Demon Cults & Secret Societies: 165"
"","dcss.serrin","Serrin","6","Medium","Undead","Wraith","Night Cauldron of Chernobog","neutral evil","","17","82","3","","","unique","Demon Cults & Secret Societies: 101"
"","dcss.sister-alkava","Sister Alkava","5","Medium","Humanoid","Human","Red Sisters","lawful evil","","14","93","0","","","unique","Demon Cults & Secret Societies: 111"
"","dcss.sister-starkfeather","Sister Starkfeather","9","Medium","Humanoid","Tengu","Hand of Nakresh","chaotic neutral","","","99","4","","","unique","Demon Cults & Secret Societies: 88"
"","dcss.skerresh","Skerr'esh","8","Medium","Humanoid","Gnoll","Doomspeakers","chaotic evil","","16","150","-1","","","unique","Demon Cults & Secret Societies: 65"
"","dcss.speaker-for-the-black-goat","Speaker for the Black Goat","6","Medium","Humanoid","Human","Black Goat's Flock","chaotic evil","","16","97","1","","","","Demon Cults & Secret Societies: 9"
"","dcss.speaker-to-the-darkness","Speaker to the Darkness","5","Small","Humanoid","Derro","Chosen of the Demon Bat","chaotic evil","","16","135","3","","","unique","Demon Cults & Secret Societies: 33"
"","dcss.tal-grazelt","Tal Grazelt","15","Medium","Humanoid","Half-elf","Weavers of Truth","chaotic evil","","15","91","1","","","unique","Demon Cults & Secret Societies: 159"
"","dcss.tengu-bravo","Tengu Bravo","1/2","Medium","Humanoid","Tengu","Hand of Nakresh","chaotic neutral","","16","45","2","","","","Demon Cults & Secret Societies: 93"
"","dcss.tivishta-trikinta","Tivishta Trikinta","11","Small","Humanoid","Goblin","Black Goat's Flock","chaotic neutral","","16","130","1","","","unique","Demon Cults & Secret Societies: 7"
"","dcss.usi-ziyad","Usi-Ziyad","10","Medium","Humanoid","Human","The Burning Rune","chaotic evil","","17","84","1","","","unique","Demon Cults & Secret Societies: 20"
"","dcss.vadoma-donesti","Vadoma Donesti","9","Medium","Humanoid","Human","Weavers of Truth","neutral evil","","16","97","2","","","unique","Demon Cults & Secret Societies: 158"
"","dcss.verpertilo-the-demon-bat","Verpertilo The Demon Bat","16","Huge","Fiend","Fiend","Chosen of the Demon Bat","chaotic evil","","","207","4","","","unique","Demon Cults & Secret Societies: 35"
"","dcss.verrazi-pinth","Verrazi Pinth","4","Small","Humanoid","Gnome","Night Cauldron of Chernobog","neutral evil","","16","91","4","","","unique","Demon Cults & Secret Societies: 107"
"","dcss.whisperer","Whisperer","1/2","Medium","Humanoid","Human","Weavers of Truth","chaotic evil","","13","55","2","","","","Demon Cults & Secret Societies: 164"
"","dcss.whisperfoot","Whisperfoot","1/2","Small","Humanoid","Goblinoid","Night Cauldron of Chernobog","neutral evil","","15","7","2","","","unique","Demon Cults & Secret Societies: 108"
"","dcss.white-ape-warlord","White Ape Warlord","7","Large","Beast","","Servents of the White Ape","neutral evil","","15","133","0","","","","Demon Cults & Secret Societies: 153"
"","dcss.white-ape-warrior","White Ape Warrior","3","Large","Beast","","Servents of the White Ape","neutral evil","","14","114","2","","","","Demon Cults & Secret Societies: 152"
"","dcss.xiax-galleborne","Xiax Galleborne","8","Medium","Aberration","Fey","Black Goat's Flock","chaotic evil","","17","136","3","","","unique","Demon Cults & Secret Societies: 6"
"","dcss.zadina-valgyt","Zadina Valgyt","5","Medium","Humanoid","Human","Creed of All Flesh","chaotic evil","","16","104","4","","","unique","Demon Cults & Secret Societies: 51"
"","dcss.zheita-the-magicmonger","Zheita the Magicmonger","12","Medium","Humanoid","Derro","Hand of Nakresh","chaotic neutral","","","133","4","","","unique","Demon Cults & Secret Societies: 89"
"","moto.adult-dokufu","Adult Dokufu","12","Large","Monstrosity","Tainted","Dokufu","neutral evil","cave, mountain","19","230","4","","","","Monsters of the Orient: 16"
"","moto.adult-dokufu-in-lair","Adult Dokufu in Lair","15","Large","Monstrosity","Tainted","Dokufu","neutral evil","cave, mountain","19","230","4","lair","","","Monsters of the Orient: 16"
"","moto.aka-manto","Aka Manto","2","Medium","Undead","Spirit","","lawful evil","urban","15","30","3","","","","Monsters of the Orient: 10"
"","moto.akuma","Akuma","28","Gargantuan","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","19","429","0","","legendary","unique","Monsters of the Orient: 78"
"","moto.akuma-in-lair","Akuma in Lair","30","Gargantuan","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","19","429","0","lair","legendary","unique","Monsters of the Orient: 78"
"","moto.akuma-spawn-amaranthian","Akuma Spawn (Amaranthian)","18","Huge","Fiend","Oni, Shapechanger, Tainted","Oni","chaotic evil","","18","315","2","","","","Monsters of the Orient: 71"
"","moto.ancient-dokufu","Ancient Dokufu","18","Huge","Monstrosity","Tainted","Dokufu","neutral evil","cave, mountain","20","290","4","","legendary","","Monsters of the Orient: 17"
"","moto.ancient-dokufu-in-lair","Ancient Dokufu in Lair","21","Huge","Monstrosity","Tainted","Dokufu","neutral evil","cave, mountain","20","290","4","lair","legendary","","Monsters of the Orient: 17"
"","moto.arcane-golem","Arcane Golem","8","Medium","Construct","","Golem","unaligned","","14","152","4","","","","Monsters of the Orient: 33"
"","moto.arugai-no-oni-vicious-slicer","Arugai no Oni (Vicious Slicer)","5","Small","Fiend","Oni, Tainted","Oni","chaotic evil","","16","66","3","","","","Monsters of the Orient: 72"
"","moto.ashu-no-oni-barbed-lurker","Ashu no Oni (Barbed Lurker)","11","Large","Fiend","Oni, Shapechanger, Tainted","Oni","chaotic evil","","18","150","3","","","","Monsters of the Orient: 72"
"","moto.ashura-samurai","Ashura Samurai","3","Medium","Fiend","Tainted","Ashura","lawful evil","","17","39","1","","","","Monsters of the Orient: 11"
"","moto.ashura-shogun","Ashura Shogun","4","Medium","Fiend","Tainted","Ashura","lawful evil","","17","52","1","","","","Monsters of the Orient: 11"
"","moto.atlach-nacha","Atlach Nacha","21","Gargantuan","Monstrosity","Shapechanger","Kumo","lawful evil","underground, urban","18","407","0","","legendary","unique","Monsters of the Orient: 47"
"","moto.baayahaz","Baayahaz","1","Small","Fiend","","","neutral evil","","12","7","2","","","","Monsters of the Orient: 12"
"","moto.bajang","Bajang","3","Small","Fey","Shapechanger","","chaotic evil","forest","16","42","2","","","","Monsters of the Orient: 12"
"","moto.bakemono","Bakemono","1","Small","Humanoid","Goblinoid, Tainted","Bakemono","chaotic evil","","15","20","0","","","","Monsters of the Orient: 13"
"","moto.bakemono-warlord","Bakemono Warlord","2","Small","Humanoid","Goblinoid, Tainted","Bakemono","chaotic evil","","17","33","2","","","","Monsters of the Orient: 13"
"","moto.bakemono-zealot","Bakemono Zealot","1","Small","Humanoid","Goblinoid, Tainted","Bakemono","chaotic evil","","15","20","0","","","","Monsters of the Orient: 13"
"","moto.baxia","Baxia","3","Medium","Dragon","Spirit","Seraf","neutral good","aquatic","17","33","3","","","","Monsters of the Orient: 99"
"","moto.bharal","Bharal","1/8","Medium","Beast","","","unaligned","mountain","11","16","1","","","","Monsters of the Orient: 145"
"","moto.bian","Bi'an","4","Medium","Dragon","Spirit","Seraf","neutral good","grassland","17","49","0","","","","Monsters of the Orient: 99"
"","moto.bixi","Bixi","2","Medium","Dragon","Spirit","Seraf","neutral good","aquatic","18","39","1","","","","Monsters of the Orient: 99"
"","moto.black-piper","Black Piper","1","Tiny","Beast","","","unaligned","forest","13","75","3","","","","Monsters of the Orient: 145"
"","moto.blademaster","Blademaster","9","Medium","Humanoid","Any Race","Nonplayer Character","any","","17","127","3","","","","Monsters of the Orient: 151"
"","moto.blue-sea-wyvern","Blue Sea Wyvern","8","Large","Dragon","","","unaligned","","13","110","0","","","","Monsters of the Orient: 135"
"","moto.bog-hag","Bog Hag","2","Medium","Fey","Shapechanger","","neutral evil","swamp","13","45","1","","","","Monsters of the Orient: 15"
"","moto.border-dragon","Border Dragon","6","Large","Dragon","Spirit","Lung Dragons","neutral good","aquatic","17","110","0","","","","Monsters of the Orient: 50"
"","moto.buso","Buso","3","Medium","Aberration","","","chaotic evil","","14","54","1","","","","Monsters of the Orient: 15"
"","moto.byoki","Byoki","25","Huge","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","19","405","-1","","legendary","unique","Monsters of the Orient: 80"
"","moto.byoki-in-lair","Byoki in Lair","27","Huge","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","19","405","-1","lair","legendary","unique","Monsters of the Orient: 80"
"","moto.byoki-spawn-pestilent-horror","Byoki Spawn (Pestilent Horror)","18","Medium","Fiend","Oni, Shapechanger, Tainted","Oni","chaotic evil","","16","255","3","","","","Monsters of the Orient: 73"
"","moto.carp-dragon","Carp Dragon","2","Medium","Dragon","Spirit","Lung Dragons","neutral","aquatic","17","33","2","","","","Monsters of the Orient: 50"
"","moto.celestial-dragon","Celestial Dragon","20","Gargantuan","Dragon","Spirit","Lung Dragons","neutral good","aquatic","20","192","0","","legendary","","Monsters of the Orient: 51"
"","moto.chaofeng","Chaofeng","2","Medium","Dragon","Spirit","Seraf","neutral good","grassland, mountain","16","27","0","","","","Monsters of the Orient: 99"
"","moto.chiwen","Chiwen","3","Medium","Dragon","Spirit","Seraf","neutral good","aquatic","17","33","3","","","","Monsters of the Orient: 99"
"","moto.chu-u","Chu-U","1/2","Medium","Undead","","Ghost","any neutral","","9","45","-1","","","","Monsters of the Orient: 26"
"","moto.coiled-dragon","Coiled Dragon","20","Gargantuan","Dragon","Spirit","Lung Dragons","lawful neutral or neutral evil","aquatic, underground","20","333","0","","legendary","","Monsters of the Orient: 53"
"","moto.con-tinh","Con-Tinh","1","Medium","Undead","","Ghost","chaotic evil","","11","45","1","","","","Monsters of the Orient: 26"
"","moto.deep-dragon","Deep Dragon","13","Huge","Dragon","Spirit","Lung Dragons","lawful neutral or neutral evil","aquatic, underground","18","200","0","","legendary","","Monsters of the Orient: 52"
"","moto.dhole","Dhole","1/8","Small","Beast","","","unaligned","forest, grassland","11","18","1","","","","Monsters of the Orient: 145"
"","moto.dokufu-spiderling","Dokufu Spiderling","6","Small","Monstrosity","Tainted","Dokufu","neutral evil","cave, mountain","17","150","4","","","","Monsters of the Orient: 18"
"","moto.earth-dragon","Earth Dragon","6","Large","Dragon","Spirit","Lung Dragons","lawful neutral or neutral evil","aquatic, underground","17","133","0","","","","Monsters of the Orient: 52"
"","moto.ebanus","Ebanus","30","Large","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","24","500","8","","legendary","unique","Monsters of the Orient: 83"
"","moto.ebanus-in-lair","Ebanus in Lair","30","Large","Fiend","Oni, Shapechanger, Tainted","Oni Lord","chaotic evil","","24","500","8","lair","legendary","unique","Monsters of the Orient: 83"
"","moto.einsung-nat","Einsung Nat","1","Tiny","Fey","Spirit","Nat","chaotic good","urban","13","77","3","","","","Monsters of the Orient: 65"
"","moto.elementalist","Elementalist","2","Medium","Humanoid","Any Race","Nonplayer Character","any","","13","27","1","","","","Monsters of the Orient: 151"
"","moto.fennec-fox","Fennec Fox","0","Tiny","Beast","","","unaligned","grassland","11","6","1","","","","Monsters of the Orient: 145"
"","moto.fey-touched","Fey Touched","2","Medium","Humanoid","Any Race","Nonplayer Character","any","","13","27","1","","","","Monsters of the Orient: 151"
"","moto.fly","Fly","0","Tiny","Beast","","","unaligned","","18","1","8","","","","Monsters of the Orient: 145"
"","moto.foo-dog","Foo Dog","6","Medium","Celestial","","Foo","chaotic good","","15","120","2","","legendary","","Monsters of the Orient: 20"
"","moto.foo-lion","Foo Lion","11","Medium","Celestial","","Foo","chaotic good","","17","171","2","","legendary","","Monsters of the Orient: 21"
"","moto.fudoshi","Fudoshi","6","Large","Plant","Tainted","","unaligned","","12","161","2","","","","Monsters of the Orient: 21"
"","moto.garegosu","Garegosu","4","Huge","Aberration","Tainted","","chaotic evil","","16","63","2","","","","Monsters of the Orient: 24"
"","moto.gashadokuro","Gashadokuro","8","Huge","Construct","","","lawful evil","","9","168","-1","","","","Monsters of the Orient: 24"
"","moto.geisha","Geisha","2","Medium","Humanoid","Any Race","Nonplayer Character","any","","13","32","1","","","","Monsters of the Orient: 151"
"","moto.genei","Gen'ei","6","Medium","Undead","","Ghost","any evil","","11","54","1","","","","Monsters of the Orient: 26"
"","moto.ghast-lord","Ghast Lord","15","Medium","Undead","","Ghoul","chaotic evil","","19","210","6","","","","Monsters of the Orient: 28"
"","moto.ghoul-crawler","Ghoul Crawler","5","Medium","Undead","","Ghoul","chaotic evil","","13","88","3","","","","Monsters of the Orient: 28"
"","moto.ghoulem","Ghoulem","15","Huge","Undead","","Ghoul","chaotic evil","","8","414","-2","","","","Monsters of the Orient: 29"
"","moto.giant-fire-toad","Giant Fire Toad","2","Small","Beast","","","unaligned","forest","14","44","4","","","","Monsters of the Orient: 146"
"","moto.giant-gold-spotted-toad","Giant Gold Spotted Toad","2","Medium","Beast","","","unaligned","forest","13","52","3","","","","Monsters of the Orient: 146"
"","moto.giant-hellbeast","Giant Hellbeast","9","Huge","Monstrosity","Tainted","Hellbeast","chaotic evil","","18","150","0","","","","Monsters of the Orient: 35"
"","moto.giant-honey-badger","Giant Honey Badger","6","Large","Beast","","","unaligned","grassland, mountain","16","90","3","","","","Monsters of the Orient: 146"
"","moto.giant-ice-toad","Giant Ice Toad","3","Large","Beast","","","unaligned","mountain","15","68","1","","","","Monsters of the Orient: 146"
"","moto.giant-panda","Giant Panda","1","Medium","Beast","","","unaligned","forest","10","60","0","","","","Monsters of the Orient: 147"
"","moto.giant-turtle","Giant Turtle","1","Large","Beast","","","unaligned","aquatic","16","57","0","","","","Monsters of the Orient: 147"
"","moto.goblin-rat","Goblin Rat","1/4","Small","Humanoid","Shapechanger","Goblin Rat","neutral evil","forest, mountain, swamp, underground","12","27","2","","","","Monsters of the Orient: 30"
"","moto.goblin-rat-king","Goblin Rat King","1","Small","Humanoid","Shapechanger","Goblin Rat","neutral evil","forest, mountain, swamp, underground","13","54","3","","","","Monsters of the Orient: 30"
"","moto.goblin-spider","Goblin Spider","5","Small","Monstrosity","Shapechanger","","neutral evil","","15","66","3","","","","Monsters of the Orient: 31"
"","moto.goblin-spider-in-lair","Goblin Spider in Lair","7","Small","Monstrosity","Shapechanger","","neutral evil","","15","66","3","lair","","","Monsters of the Orient: 31"
"","moto.goi-kashu","Goi-Kashu","5","Medium","Fey","Shapechanger","","neutral","forest","12","110","2","","","","Monsters of the Orient: 32"
"","moto.great-black-mountain-wyvern","Great Black Mountain Wyvern","12","Huge","Dragon","","","unaligned","mountain","15","189","-1","","","","Monsters of the Orient: 135"
"","moto.great-phoenix","Great Phoenix","26","Gargantuan","Celestial","Spirit","Seraf","lawful good","","19","370","1","","legendary","","Monsters of the Orient: 101"
"","moto.great-sylvan","Great Sylvan","24","Gargantuan","Fey","Spirit","Seraf","chaotic good","forest","19","330","5","","legendary","","Monsters of the Orient: 95"
"","moto.great-turtle","Great Turtle","25","Gargantuan","Dragon","Spirit","Seraf","lawful good","aquatic","24","350","-3","","","","Monsters of the Orient: 94"
"","moto.great-wyrm","Great Wyrm","24","Gargantuan","Dragon","Spirit","Seraf","chaotic good","","18","390","-1","","legendary","","Monsters of the Orient: 98"
"","moto.greater-elemental-vortex","Greater Elemental Vortex","11","Huge","Elemental","Tainted","Elemental Vortex","lawful evil","","5","322","-5","","","","Monsters of the Orient: 19"
"","moto.greater-hortlak","Greater Hortlak","6","Medium","Undead","Spirit","Hortlak","any evil","","14","75","4","","","","Monsters of the Orient: 37"
"","moto.greater-taint-zombie","Greater Taint Zombie","7","Medium","Undead","Tainted","Taint Zombie","chaotic evil","","16","152","-2","","","","Monsters of the Orient: 114"
"","moto.green-mountain-wyvern","Green Mountain Wyvern","5","Large","Dragon","","","unaligned","mountain","15","68","0","","","","Monsters of the Orient: 135"
"","moto.haino-no-oni-drainer","Haino no Oni (Drainer)","3","Medium","Fiend","Oni, Shapechanger, Tainted","Oni","chaotic evil","","15","39","3","","","","Monsters of the Orient: 73"
"","moto.hanemuri","Hanemuri","1/8","Tiny","Undead","Tainted","","chaotic evil","","12","7","2","","","","Monsters of the Orient: 34"
"","moto.hannya","Hannya","4","Medium","Fiend","","","chaotic evil","forest, swamp","14","55","2","","","","Monsters of the Orient: 34"
"","moto.hellbeast","Hellbeast","6","Large","Monstrosity","Tainted","Hellbeast","chaotic evil","","18","126","0","","","","Monsters of the Orient: 35"
"","moto.hkum-yeng-nat","Hkum Yeng Nat","3","Tiny","Fey","Spirit","Nat","neutral","urban","13","99","2","","","","Monsters of the Orient: 65"
"","moto.hogo-sha","Hogo-sha","5","Medium","Humanoid","Any Race","Nonplayer Character","any","","16","97","2","","","","Monsters of the Orient: 152"
"","moto.honey-badger","Honey Badger","1","Small","Beast","","","unaligned","grassland, mountain","14","27","3","","","","Monsters of the Orient: 147"
"","moto.hortlak-horror","Hortlak Horror","13","Medium","Undead","Spirit","Hortlak","any evil","","18","136","4","","","","Monsters of the Orient: 37"
"","moto.hsing-sing","Hsing-sing","1/2","Large","Humanoid","","Hsing-sing","neutral","forest","12","60","2","","","","Monsters of the Orient: 38"
"","moto.hsing-sing-honor-guard","Hsing-sing Honor Guard","2","Large","Humanoid","","Hsing-sing","neutral","forest","12","90","2","","","","Monsters of the Orient: 38"
"","moto.hsing-sing-matriarch","Hsing-sing Matriarch","1","Large","Humanoid","","Hsing-sing","neutral","forest","12","75","2","","","","Monsters of the Orient: 38"
"","moto.hsing-sing-patriarch","Hsing-sing Patriarch","3","Large","Humanoid","","Hsing-sing","neutral","forest","12","120","2","","","","Monsters of the Orient: 38"
"","moto.hu-hsien","Hu Hsien","8","Small","Undead","","Vampire","lawful evil","","16","132","4","","","","Monsters of the Orient: 130"
"","moto.hundun","Hundun","14","Medium","Aberration","","Xion Si","neutral evil","","17","119","4","","legendary","","Monsters of the Orient: 137"
"","moto.hundun-in-lair","Hundun in Lair","17","Medium","Aberration","","Xion Si","neutral evil","","17","119","4","lair","legendary","","Monsters of the Orient: 137"
"","moto.hyekuhei","Hyekuhei","5","Medium","Undead","Tainted","","lawful evil","","17","95","3","","","","Monsters of the Orient: 39"
"","moto.ice-spider","Ice Spider","3","Medium","Beast","","","unaligned","mountain","14","22","4","","","","Monsters of the Orient: 147"
"","moto.ikiryo","Ikiryo","1","Medium","Undead","Spirit","","lawful neutral","underground","12","81","2","","","","Monsters of the Orient: 39"
"","moto.ishi","Ishi","6","Medium","Humanoid","Any Race","Nonplayer Character","any","","16","97","3","","","","Monsters of the Orient: 152"
"","moto.itta","Itta","0","Medium","Humanoid","Any Race","Nonplayer Character","any","","10","3","0","","","","Monsters of the Orient: 152"
"","moto.jade-golem","Jade Golem","10","Large","Construct","","Golem","any good","","17","133","0","","","","Monsters of the Orient: 33"
"","moto.jiki-ketsu-gaki","Jiki-Ketsu-Gaki","6","Medium","Undead","Spirit","Gaki","chaotic evil","urban","15","105","2","","","","Monsters of the Orient: 22"
"","moto.jiki-niku-gaki","Jiki-Niku-Gaki","2","Medium","Undead","Spirit","Gaki","chaotic evil","urban","14","55","0","","","","Monsters of the Orient: 22"
"","moto.jishin-mushi","Jishin Mushi","3","Large","Beast","","","unaligned","forest","18","22","1","","","","Monsters of the Orient: 147"
"","moto.jubokko","Jubokko","11","Huge","Plant","","Jubokko","neutral evil","forest","17","189","-1","","","","Monsters of the Orient: 40"
"","moto.jubokko-bone-blight","Jubokko Bone Blight","2","Medium","Plant","","Jubokko","neutral evil","forest","14","63","-1","","","","Monsters of the Orient: 41"
"","moto.jubokko-skull-blight","Jubokko Skull Blight","3","Medium","Plant","","Jubokko","neutral evil","forest","13","77","0","","","","Monsters of the Orient: 41"
"","moto.kaluk","Kaluk","17","Huge","Monstrosity","Spirit","","lawful evil","","18","230","-1","","legendary","","Monsters of the Orient: 42"
"","moto.kamic-tiger","Kamic Tiger","6","Large","Fey","","Seraf","chaotic good","forest, grassland","15","153","4","","","","Monsters of the Orient: 95"
